district,block,village,land_stats,total_pixels
angul,angul,asanabahal,"{""0"": 4221, ""10"": 5762, ""20"": 72, ""30"": 388, ""40"": 681, ""60"": 287, ""80"": 89}",11500
angul,angul,bhrukundi,"{""0"": 1887, ""10"": 6561}",8448
angul,angul,gopalpur,"{""0"": 6556, ""10"": 4749, ""30"": 437, ""40"": 2878, ""50"": 141, ""60"": 291}",15052
angul,angul,karabira,"{""0"": 3737, ""10"": 3407, ""20"": 20, ""30"": 749, ""40"": 105, ""60"": 170}",8188
angul,angul,salore,"{""0"": 4110, ""10"": 13220, ""20"": 14, ""30"": 1980, ""40"": 731, ""60"": 138}",20193
angul,angul,tarava,"{""0"": 3737, ""10"": 3407, ""20"": 20, ""30"": 749, ""40"": 105, ""60"": 170}",8188
angul,athamallik,amsarmunda,"{""0"": 33075, ""10"": 19930, ""20"": 1239, ""30"": 14593, ""40"": 10308, ""50"": 237, ""60"": 1254, ""80"": 60}",80696
angul,athamallik,ananadapur,"{""0"": 1071, ""10"": 33, ""30"": 1147, ""40"": 1313, ""60"": 20}",3584
angul,athamallik,anandapur,"{""0"": 1071, ""10"": 33, ""30"": 1147, ""40"": 1313, ""60"": 20}",3584
angul,athamallik,bhagamunda,"{""0"": 17224, ""10"": 18050, ""20"": 114, ""30"": 4047, ""40"": 1107, ""50"": 6, ""60"": 276}",40824
angul,athamallik,cherakhandi,"{""0"": 10926, ""10"": 10923, ""20"": 1333, ""30"": 6083, ""40"": 6257, ""50"": 13, ""60"": 425}",35960
angul,athamallik,chintamanipur,"{""0"": 6777, ""10"": 6961, ""20"": 356, ""30"": 253, ""40"": 3248, ""50"": 26, ""60"": 326}",17947
angul,athamallik,damodarpur,"{""0"": 25286, ""10"": 15813, ""20"": 120, ""30"": 2402, ""40"": 9752, ""60"": 4369, ""80"": 1771, ""90"": 1}",59514
angul,athamallik,dinabandhupur,"{""0"": 3383, ""10"": 3483, ""20"": 213, ""30"": 537, ""40"": 1418, ""60"": 314}",9348
angul,athamallik,girida,"{""0"": 20480, ""10"": 9636, ""20"": 135, ""30"": 2949, ""40"": 1312, ""50"": 8, ""60"": 51}",34571
angul,athamallik,hingamandal,"{""0"": 42424, ""10"": 30911, ""20"": 1518, ""30"": 5309, ""40"": 11821, ""50"": 53, ""60"": 379}",92415
angul,athamallik,hinjagola,"{""0"": 26638, ""10"": 29586, ""20"": 7, ""30"": 2069, ""40"": 1151, ""50"": 27, ""60"": 146}",59624
angul,athamallik,jadupur,"{""0"": 2836, ""10"": 576, ""20"": 16, ""30"": 449, ""40"": 4112, ""60"": 105}",8094
angul,athamallik,jarpada,"{""0"": 38253, ""10"": 3910, ""20"": 115, ""30"": 7756, ""40"": 10850, ""50"": 1599, ""60"": 1817, ""80"": 68}",64368
angul,athamallik,jogibandha,"{""0"": 16090, ""10"": 14892, ""20"": 723, ""30"": 4686, ""40"": 4991, ""50"": 29, ""60"": 150, ""80"": 44}",41605
angul,athamallik,kandhapali,"{""0"": 3242, ""10"": 2389, ""20"": 112, ""30"": 580, ""40"": 2656, ""60"": 233}",9212
angul,athamallik,kodasingha,"{""0"": 65926, ""10"": 5054, ""20"": 202, ""30"": 9745, ""40"": 32938, ""50"": 323, ""60"": 6074, ""80"": 16484}",136746
angul,athamallik,nabadipapur,"{""0"": 37402, ""10"": 7460, ""20"": 982, ""30"": 3486, ""40"": 2080, ""50"": 4, ""60"": 102}",51516
angul,athamallik,nilamara,"{""0"": 6244, ""10"": 2346, ""20"": 111, ""30"": 390, ""40"": 4841, ""50"": 4, ""60"": 72}",14008
angul,athamallik,nua,"{""0"": 9052, ""10"": 5837, ""20"": 404, ""30"": 6126, ""40"": 5628, ""50"": 1884, ""60"": 2232, ""90"": 79}",31242
angul,athamallik,pathakhaman,"{""0"": 17446, ""10"": 7874, ""20"": 404, ""30"": 548, ""40"": 10470, ""50"": 83, ""60"": 732, ""80"": 3475}",41032
angul,athamallik,phuluribania,"{""0"": 29916, ""10"": 20763, ""20"": 1643, ""30"": 5006, ""40"": 1907, ""50"": 4, ""60"": 479}",59718
angul,athamallik,sadanandapur,"{""0"": 11570, ""10"": 6177, ""20"": 376, ""30"": 1094, ""40"": 8326, ""50"": 336, ""60"": 1262}",29141
angul,athamallik,sanadudhianali,"{""0"": 26640, ""10"": 13617, ""20"": 789, ""30"": 786, ""40"": 21056, ""50"": 41, ""60"": 1467, ""80"": 640}",65036
angul,athamallik,taleipathar,"{""0"": 41043, ""10"": 40264, ""20"": 2708, ""30"": 12874, ""40"": 9971, ""50"": 37, ""60"": 998, ""80"": 367}",108262
angul,athamallik,thakurgarh,"{""0"": 86572, ""10"": 22524, ""20"": 1146, ""30"": 15914, ""40"": 22283, ""50"": 859, ""60"": 1420}",150718
angul,chhendipada,dahimal,"{""0"": 2292, ""10"": 2140, ""20"": 27, ""30"": 1287, ""40"": 1089, ""50"": 7, ""60"": 163, ""80"": 10}",7015
angul,kaniha,balarampur,"{""0"": 5280, ""10"": 809, ""20"": 161, ""30"": 1563, ""40"": 4365, ""50"": 45, ""60"": 2902}",15125
angul,kaniha,kaliadama,"{""0"": 69236, ""10"": 33914, ""20"": 3572, ""30"": 5672, ""40"": 21873, ""50"": 107, ""60"": 3234}",137608
angul,kaniha,lodhajhari,"{""0"": 44433, ""10"": 54200, ""20"": 2697, ""30"": 10065, ""40"": 14920, ""50"": 94, ""60"": 4691}",131100
angul,kishorenagar,kuruntap,"{""0"": 20636, ""10"": 12294, ""20"": 215, ""30"": 11587, ""40"": 13571, ""50"": 88, ""60"": 883, ""80"": 75}",59349
angul,kishorenagar,manakadachua,"{""0"": 21220, ""10"": 16577, ""20"": 498, ""30"": 10933, ""40"": 3238, ""50"": 9, ""60"": 1201}",53676
angul,kishorenagar,takaba,"{""0"": 43615, ""10"": 42949, ""20"": 952, ""30"": 4084, ""40"": 3611, ""50"": 15, ""60"": 287, ""80"": 55}",95568
angul,pallahara,babundiha,"{""0"": 24712, ""10"": 24738, ""20"": 592, ""30"": 11059, ""40"": 1505, ""60"": 54}",62660
angul,pallahara,badagunda,"{""0"": 47311, ""10"": 40839, ""20"": 918, ""30"": 2541, ""40"": 15849, ""50"": 7, ""60"": 3157}",110622
angul,pallahara,badasada,"{""0"": 144706, ""10"": 71378, ""20"": 1758, ""30"": 4860, ""40"": 44922, ""50"": 714, ""60"": 2894, ""80"": 128}",271360
angul,pallahara,bahadakani,"{""0"": 5931, ""10"": 821, ""20"": 24, ""30"": 119, ""40"": 8293, ""50"": 43, ""60"": 232, ""80"": 119}",15582
angul,pallahara,balibahal,"{""0"": 89232, ""10"": 60511, ""20"": 1483, ""30"": 8431, ""40"": 5680, ""50"": 19, ""60"": 184}",165540
angul,pallahara,banara,"{""0"": 51534, ""10"": 17309, ""20"": 350, ""30"": 1451, ""40"": 7552, ""50"": 138, ""60"": 458}",78792
angul,pallahara,bandhakani,"{""0"": 31740, ""10"": 9415, ""20"": 1637, ""30"": 4520, ""40"": 24607, ""50"": 100, ""60"": 1266, ""80"": 400, ""90"": 27}",73712
angul,pallahara,baradiha,"{""0"": 67129, ""10"": 47768, ""20"": 1195, ""30"": 12033, ""40"": 6044, ""50"": 10, ""60"": 308}",134487
angul,pallahara,barhakudar,"{""0"": 7628, ""10"": 6763, ""20"": 324, ""30"": 1872, ""40"": 11838, ""50"": 174, ""60"": 1400, ""80"": 9}",30008
angul,pallahara,batisuan,"{""0"": 47254, ""10"": 65254, ""20"": 640, ""30"": 4981, ""40"": 44597, ""50"": 1150, ""60"": 2199, ""80"": 69}",166144
angul,pallahara,bhajpur,"{""0"": 34620, ""10"": 24028, ""20"": 624, ""30"": 1005, ""40"": 11832, ""50"": 28, ""60"": 2811, ""80"": 250}",75198
angul,pallahara,bhimakand,"{""0"": 25917, ""10"": 13605, ""20"": 1127, ""30"": 520, ""40"": 2383, ""60"": 66}",43618
angul,pallahara,bhimakanda,"{""0"": 25917, ""10"": 13605, ""20"": 1127, ""30"": 520, ""40"": 2383, ""60"": 66}",43618
angul,pallahara,bishnupur,"{""0"": 17647, ""10"": 16221, ""20"": 160, ""30"": 8297, ""40"": 5302, ""50"": 1, ""60"": 1416, ""80"": 1889, ""90"": 587}",51520
angul,pallahara,boitasari,"{""0"": 12569, ""10"": 4226, ""20"": 103, ""30"": 165, ""40"": 9556, ""50"": 13, ""60"": 368}",27000
angul,pallahara,chadagurujang,"{""0"": 31634, ""10"": 10368, ""20"": 143, ""30"": 7508, ""40"": 60147, ""50"": 551, ""60"": 1867, ""80"": 1738, ""90"": 416}",114372
angul,pallahara,chakradharapur,"{""0"": 9155, ""10"": 9341, ""20"": 38, ""30"": 1111, ""40"": 2134, ""60"": 365}",22144
angul,pallahara,chakradharpur,"{""0"": 9155, ""10"": 9341, ""20"": 38, ""30"": 1111, ""40"": 2134, ""60"": 365}",22144
angul,pallahara,chasagurujang,"{""0"": 31634, ""10"": 10368, ""20"": 143, ""30"": 7508, ""40"": 60147, ""50"": 551, ""60"": 1867, ""80"": 1738, ""90"": 416}",114372
angul,pallahara,chhanchunia,"{""0"": 48546, ""10"": 20237, ""20"": 956, ""30"": 1371, ""40"": 21109, ""50"": 36, ""60"": 3867, ""80"": 556}",96678
angul,pallahara,daipani,"{""0"": 79784, ""10"": 98646, ""20"": 7194, ""30"": 5037, ""40"": 8919, ""50"": 8, ""60"": 300}",199888
angul,pallahara,damodarpur,"{""0"": 25286, ""10"": 15813, ""20"": 120, ""30"": 2402, ""40"": 9752, ""60"": 4369, ""80"": 1771, ""90"": 1}",59514
angul,pallahara,dharipathar,"{""0"": 33049, ""10"": 8668, ""20"": 242, ""30"": 9608, ""40"": 7401, ""50"": 191, ""60"": 333}",59492
angul,pallahara,dwitikrishnapur,"{""0"": 7606, ""10"": 7632, ""20"": 594, ""30"": 566, ""40"": 7742, ""50"": 18, ""60"": 578, ""80"": 64}",24800
angul,pallahara,fuljhari,"{""0"": 27812, ""10"": 8599, ""20"": 197, ""30"": 1087, ""40"": 5058, ""50"": 14, ""60"": 238}",43005
angul,pallahara,ganesarpur,"{""0"": 36084, ""10"": 16684, ""20"": 351, ""30"": 562, ""40"": 2951, ""50"": 10, ""60"": 88}",56730
angul,pallahara,ganeswarpur,"{""0"": 36084, ""10"": 16684, ""20"": 351, ""30"": 562, ""40"": 2951, ""50"": 10, ""60"": 88}",56730
angul,pallahara,ganjeimuni,"{""0"": 45636, ""10"": 17830, ""20"": 584, ""30"": 255, ""40"": 5002, ""50"": 24, ""60"": 1731, ""80"": 2311}",73373
angul,pallahara,godapada,"{""0"": 82839, ""10"": 30331, ""20"": 2617, ""30"": 1069, ""40"": 15230, ""50"": 5, ""60"": 763, ""80"": 82}",132936
angul,pallahara,hatibindha,"{""0"": 20230, ""10"": 34482, ""20"": 143, ""30"": 612, ""40"": 5851, ""50"": 30, ""60"": 590}",61938
angul,pallahara,hatimund,"{""0"": 15957, ""10"": 7798, ""20"": 146, ""30"": 2389, ""40"": 10990, ""50"": 7, ""60"": 465, ""80"": 886, ""90"": 16}",38654
angul,pallahara,illisuan,"{""0"": 9275, ""10"": 4869, ""20"": 182, ""30"": 289, ""40"": 6422, ""60"": 158}",21195
angul,pallahara,jamardihi,"{""0"": 169772, ""10"": 57428, ""20"": 5783, ""30"": 1031, ""40"": 13609, ""50"": 8, ""60"": 319}",247950
angul,pallahara,jambua,"{""0"": 35519, ""10"": 24380, ""20"": 498, ""30"": 585, ""40"": 15895, ""50"": 41, ""60"": 1525, ""80"": 43}",78486
angul,pallahara,jaumibandha,"{""0"": 32076, ""10"": 10117, ""20"": 533, ""30"": 1839, ""40"": 17241, ""50"": 53, ""60"": 1428, ""80"": 168}",63455
angul,pallahara,jharbeda,"{""0"": 26217, ""10"": 14918, ""20"": 4128, ""30"": 1969, ""40"": 14646, ""50"": 73, ""60"": 794}",62745
angul,pallahara,jhimiripali,"{""0"": 117127, ""10"": 52549, ""20"": 415, ""30"": 2949, ""40"": 29531, ""50"": 847, ""60"": 2622}",206040
angul,pallahara,kadambinipur,"{""0"": 10841, ""10"": 9632, ""20"": 87, ""30"": 2236, ""40"": 8842, ""50"": 1, ""60"": 223}",31862
angul,pallahara,kainsiripali,"{""0"": 6151, ""10"": 4566, ""20"": 318, ""30"": 1474, ""40"": 12744, ""50"": 520, ""60"": 1734, ""80"": 126}",27633
angul,pallahara,kaira,"{""0"": 34136, ""10"": 16484, ""20"": 875, ""30"": 8393, ""40"": 4638, ""60"": 112}",64638
angul,pallahara,kamparkala,"{""0"": 27576, ""10"": 20800, ""20"": 923, ""30"": 670, ""40"": 8791, ""50"": 4, ""60"": 986}",59750
angul,pallahara,kamparkila,"{""0"": 27576, ""10"": 20800, ""20"": 923, ""30"": 670, ""40"": 8791, ""50"": 4, ""60"": 986}",59750
angul,pallahara,kantala,"{""0"": 47008, ""10"": 13800, ""20"": 454, ""30"": 644, ""40"": 7965, ""50"": 1111, ""60"": 1579}",72561
angul,pallahara,kantipasi,"{""0"": 22365, ""10"": 13437, ""20"": 163, ""30"": 180, ""40"": 10737, ""50"": 472, ""60"": 1346, ""80"": 104}",48804
angul,pallahara,karadapal,"{""0"": 29161, ""10"": 10632, ""20"": 2282, ""30"": 79, ""40"": 2175, ""60"": 97}",44426
angul,pallahara,kerejenga,"{""0"": 38673, ""10"": 14619, ""20"": 2301, ""30"": 1676, ""40"": 18153, ""50"": 14, ""60"": 452}",75888
angul,pallahara,khanatapashi,"{""0"": 14771, ""10"": 16097, ""20"": 207, ""30"": 486, ""40"": 9900, ""50"": 36, ""60"": 503}",42000
angul,pallahara,khanatapasi,"{""0"": 14771, ""10"": 16097, ""20"": 207, ""30"": 486, ""40"": 9900, ""50"": 36, ""60"": 503}",42000
angul,pallahara,khantapasi,"{""0"": 14771, ""10"": 16097, ""20"": 207, ""30"": 486, ""40"": 9900, ""50"": 36, ""60"": 503}",42000
angul,pallahara,kolipal,"{""0"": 39069, ""10"": 16595, ""20"": 4682, ""30"": 1883, ""40"": 19734, ""60"": 1861}",83824
angul,pallahara,korada,"{""0"": 26018, ""10"": 20430, ""20"": 164, ""30"": 1944, ""40"": 10122, ""60"": 1453}",60131
angul,pallahara,kshetrabasipur,"{""0"": 19718, ""10"": 2582, ""20"": 509, ""30"": 314, ""40"": 9924, ""50"": 205, ""60"": 908}",34160
angul,pallahara,kurtibaspur,"{""0"": 6575, ""10"": 2428, ""20"": 1, ""30"": 23, ""40"": 2866, ""60"": 28}",11921
angul,pallahara,mankadachua,"{""0"": 17700, ""10"": 6835, ""20"": 1021, ""30"": 3397, ""40"": 11280, ""60"": 367}",40600
angul,pallahara,muchurigadiua,"{""0"": 10618, ""10"": 5721, ""20"": 49, ""30"": 1198, ""40"": 12664, ""50"": 11, ""60"": 835}",31096
angul,pallahara,munduribeda,"{""0"": 90712, ""10"": 37692, ""20"": 1730, ""30"": 7832, ""40"": 75784, ""50"": 197, ""60"": 6135, ""80"": 328}",220410
angul,pallahara,nagira,"{""0"": 129069, ""10"": 110292, ""20"": 8775, ""30"": 20312, ""40"": 12206, ""50"": 1, ""60"": 344}",280999
angul,pallahara,namagoan,"{""0"": 13404, ""10"": 4442, ""20"": 597, ""30"": 1082, ""40"": 10696, ""50"": 17, ""60"": 360, ""80"": 2}",30600
angul,pallahara,namgaon,"{""0"": 13404, ""10"": 4442, ""20"": 597, ""30"": 1082, ""40"": 10696, ""50"": 17, ""60"": 360, ""80"": 2}",30600
angul,pallahara,nandijhari,"{""0"": 52435, ""10"": 14187, ""20"": 105, ""30"": 13854, ""40"": 23246, ""50"": 27, ""60"": 1096, ""80"": 35439, ""90"": 779}",141168
angul,pallahara,naungaon,"{""0"": 18811, ""10"": 2176, ""20"": 33, ""30"": 1154, ""40"": 12272, ""50"": 200, ""60"": 564, ""80"": 50}",35260
angul,pallahara,nuagoan,"{""0"": 94923, ""10"": 48099, ""20"": 1171, ""30"": 12053, ""40"": 14625, ""50"": 30, ""60"": 3995, ""80"": 2740, ""90"": 269}",177905
angul,pallahara,nuangaon,"{""0"": 94923, ""10"": 48099, ""20"": 1171, ""30"": 12053, ""40"": 14625, ""50"": 30, ""60"": 3995, ""80"": 2740, ""90"": 269}",177905
angul,pallahara,nuguda,"{""0"": 30325, ""10"": 20673, ""20"": 3916, ""30"": 721, ""40"": 16253, ""50"": 50, ""60"": 1206}",73144
angul,pallahara,paramanandapur,"{""0"": 18142, ""10"": 13839, ""20"": 119, ""30"": 525, ""40"": 5072, ""60"": 1529, ""80"": 333}",39559
angul,pallahara,pattamunda,"{""0"": 43514, ""10"": 50431, ""20"": 1099, ""30"": 3823, ""40"": 14123, ""50"": 7, ""60"": 403}",113400
angul,pallahara,paunsia,"{""0"": 50673, ""10"": 30444, ""20"": 1086, ""30"": 749, ""40"": 11560, ""50"": 7, ""60"": 4915, ""80"": 1006}",100440
angul,pallahara,phulajhari,"{""0"": 27812, ""10"": 8599, ""20"": 197, ""30"": 1087, ""40"": 5058, ""50"": 14, ""60"": 238}",43005
angul,pallahara,pitta,"{""0"": 29141, ""10"": 39903, ""20"": 225, ""30"": 2348, ""40"": 12332, ""50"": 83, ""60"": 4140, ""80"": 86, ""90"": 16}",88274
angul,pallahara,pulajhari,"{""0"": 27812, ""10"": 8599, ""20"": 197, ""30"": 1087, ""40"": 5058, ""50"": 14, ""60"": 238}",43005
angul,pallahara,purunapani,"{""0"": 33788, ""10"": 29540, ""20"": 549, ""30"": 4716, ""40"": 25031, ""50"": 482, ""60"": 3904}",98010
angul,pallahara,rada,"{""0"": 50449, ""10"": 29510, ""20"": 2670, ""30"": 12645, ""40"": 4726, ""60"": 130}",100130
angul,pallahara,raghunathpur,"{""0"": 65822, ""10"": 29788, ""20"": 770, ""30"": 641, ""40"": 16999, ""50"": 7, ""60"": 7521, ""80"": 639}",122187
angul,pallahara,rajadang,"{""0"": 79876, ""10"": 51583, ""20"": 859, ""30"": 4856, ""40"": 28528, ""50"": 263, ""60"": 3651, ""80"": 1387}",171003
angul,pallahara,rajadanga,"{""0"": 79876, ""10"": 51583, ""20"": 859, ""30"": 4856, ""40"": 28528, ""50"": 263, ""60"": 3651, ""80"": 1387}",171003
angul,pallahara,rajamunda,"{""0"": 16604, ""10"": 20094, ""20"": 1943, ""30"": 242, ""40"": 8703, ""50"": 2, ""60"": 358}",47946
angul,pallahara,rajno,"{""0"": 25503, ""10"": 1697, ""20"": 2, ""30"": 214, ""40"": 19475, ""50"": 457, ""60"": 1030, ""90"": 2}",48380
angul,pallahara,ranja,"{""0"": 82443, ""10"": 15199, ""20"": 513, ""30"": 2534, ""40"": 26149, ""50"": 116, ""60"": 1295, ""80"": 251}",128500
angul,pallahara,ranjana,"{""0"": 33137, ""10"": 18176, ""20"": 533, ""30"": 2327, ""40"": 18678, ""50"": 8, ""60"": 582, ""80"": 9}",73450
angul,pallahara,ranjo,"{""0"": 38262, ""10"": 41037, ""20"": 325, ""30"": 2419, ""40"": 27281, ""50"": 70, ""60"": 1197, ""80"": 105}",110696
angul,pallahara,rengali,"{""0"": 116060, ""10"": 77844, ""20"": 587, ""30"": 3226, ""40"": 20806, ""50"": 13, ""60"": 2363, ""80"": 5}",220904
angul,pallahara,rugudidiha,"{""0"": 191067, ""10"": 73890, ""20"": 2972, ""30"": 2335, ""40"": 4518, ""50"": 8, ""60"": 493}",275283
angul,pallahara,saharagurujanga,"{""0"": 138180, ""10"": 116210, ""20"": 1626, ""30"": 14421, ""40"": 67242, ""50"": 331, ""60"": 5826, ""80"": 5398, ""90"": 164}",349398
angul,pallahara,sahargurujang,"{""0"": 138180, ""10"": 116210, ""20"": 1626, ""30"": 14421, ""40"": 67242, ""50"": 331, ""60"": 5826, ""80"": 5398, ""90"": 164}",349398
angul,pallahara,salei,"{""0"": 49512, ""10"": 62193, ""20"": 1240, ""30"": 17363, ""40"": 11554, ""50"": 32, ""60"": 549}",142443
angul,pallahara,samal,"{""0"": 21671, ""10"": 16522, ""20"": 2407, ""30"": 1037, ""40"": 7660, ""50"": 1, ""60"": 192}",49490
angul,pallahara,samiapali,"{""0"": 9626, ""10"": 2868, ""20"": 573, ""30"": 492, ""40"": 6729, ""50"": 8, ""60"": 764}",21060
angul,pallahara,sanda,"{""0"": 26640, ""10"": 13617, ""20"": 789, ""30"": 786, ""40"": 21056, ""50"": 41, ""60"": 1467, ""80"": 640}",65036
angul,pallahara,sandhamunda,"{""0"": 11476, ""10"": 8026, ""20"": 127, ""30"": 120, ""40"": 2799, ""60"": 596}",23144
angul,pallahara,sandhar,"{""0"": 71111, ""10"": 39278, ""20"": 810, ""30"": 10181, ""40"": 9339, ""60"": 105}",130824
angul,pallahara,sankhamur,"{""0"": 79252, ""10"": 62094, ""20"": 747, ""30"": 2943, ""40"": 32552, ""50"": 326, ""60"": 1912}",179826
angul,pallahara,satyagaon,"{""0"": 3511, ""10"": 2165, ""20"": 430, ""30"": 307, ""40"": 2326, ""50"": 6, ""60"": 34, ""80"": 25}",8804
angul,pallahara,satyagoan,"{""0"": 3511, ""10"": 2165, ""20"": 430, ""30"": 307, ""40"": 2326, ""50"": 6, ""60"": 34, ""80"": 25}",8804
angul,pallahara,seegarh,"{""0"": 65881, ""10"": 13343, ""20"": 3977, ""30"": 1790, ""40"": 27127, ""50"": 262, ""60"": 1406, ""80"": 48}",113834
angul,pallahara,siaria,"{""0"": 27162, ""10"": 10975, ""20"": 193, ""30"": 2545, ""40"": 15513, ""50"": 93, ""60"": 869, ""90"": 2}",57352
angul,pallahara,sibida,"{""0"": 78332, ""10"": 58048, ""20"": 1168, ""30"": 13230, ""40"": 5190, ""50"": 8, ""60"": 256}",156232
angul,pallahara,subarnapali,"{""0"": 7608, ""10"": 2685, ""20"": 252, ""30"": 552, ""40"": 5843, ""50"": 371, ""60"": 883, ""80"": 31}",18225
angul,pallahara,sukadepur,"{""0"": 3080, ""10"": 1234, ""20"": 13, ""30"": 173, ""40"": 2371, ""60"": 17}",6888
angul,pallahara,sukadevpur,"{""0"": 3080, ""10"": 1234, ""20"": 13, ""30"": 173, ""40"": 2371, ""60"": 17}",6888
angul,pallahara,susab,"{""0"": 48867, ""10"": 18438, ""20"": 299, ""30"": 9246, ""40"": 36308, ""50"": 17, ""60"": 987, ""80"": 2202, ""90"": 1248}",117612
angul,pallahara,susabanali,"{""0"": 22900, ""10"": 9104, ""20"": 3302, ""30"": 3091, ""40"": 10447, ""50"": 50, ""60"": 234}",49128
angul,pallahara,sushaba,"{""0"": 48867, ""10"": 18438, ""20"": 299, ""30"": 9246, ""40"": 36308, ""50"": 17, ""60"": 987, ""80"": 2202, ""90"": 1248}",117612
angul,pallahara,talabahali,"{""0"": 24668, ""10"": 20528, ""20"": 110, ""30"": 381, ""40"": 5169, ""60"": 181, ""80"": 1}",51038
angul,pallahara,tambur,"{""0"": 63560, ""10"": 34035, ""20"": 1173, ""30"": 1804, ""40"": 26997, ""50"": 23, ""60"": 1311, ""80"": 65}",128968
angul,pallahara,tanugola,"{""0"": 104597, ""10"": 84039, ""20"": 4611, ""30"": 23129, ""40"": 7197, ""50"": 16, ""60"": 307}",223896
angul,pallahara,timi,"{""0"": 22515, ""10"": 26652, ""20"": 3366, ""30"": 751, ""40"": 2846, ""60"": 220}",56350
angul,pallahara,tirib,"{""0"": 15938, ""10"": 14844, ""20"": 54, ""30"": 1326, ""40"": 11506, ""50"": 88, ""60"": 1394}",45150
angul,pallahara,vetia,"{""0"": 1901, ""10"": 2675, ""20"": 607, ""30"": 1153, ""40"": 1386, ""60"": 78}",7800
angul,talcher,barapali,"{""0"": 11707, ""10"": 4883, ""20"": 95, ""30"": 1948, ""40"": 4711, ""50"": 124, ""60"": 734, ""80"": 29}",24231
angul,talcher,godibandha,"{""0"": 79371, ""10"": 18384, ""20"": 398, ""30"": 8904, ""40"": 458, ""60"": 21}",107536
angul,talcher,joragadia,"{""0"": 19257, ""10"": 4642, ""20"": 33, ""30"": 1234, ""40"": 6984, ""50"": 336, ""60"": 710}",33196
baleswar,baliapal,betagadia,"{""0"": 6468, ""10"": 1246, ""30"": 203, ""40"": 3333, ""50"": 8, ""60"": 367}",11625
baleswar,baliapal,jugadiha,"{""0"": 3502, ""10"": 3250, ""30"": 51, ""40"": 5060, ""50"": 25, ""60"": 343, ""90"": 1}",12232
baleswar,jaleswar,kaliko,"{""0"": 103481, ""10"": 30869, ""20"": 1154, ""30"": 3793, ""40"": 45875, ""50"": 117, ""60"": 4299, ""80"": 132}",189720
baleswar,jaleswar,khuard,"{""0"": 100842, ""10"": 59554, ""20"": 3173, ""30"": 15391, ""40"": 82160, ""50"": 205, ""60"": 2548}",263873
baleswar,jaleswar,shyamnagar,"{""0"": 118503, ""10"": 80191, ""20"": 2324, ""30"": 9663, ""40"": 57654, ""50"": 11, ""60"": 2572}",270918
baleswar,jaleswar,sugo,"{""0"": 25577, ""10"": 6276, ""30"": 88, ""40"": 26771, ""50"": 198, ""60"": 250}",59160
baleswar,nilgiri,ambadiha,"{""0"": 1863, ""10"": 971, ""40"": 2574, ""60"": 64}",5472
