district,block,village,land_stats,total_pixels
ganjam,patrapur,burasahi,"{""0"": 2863, ""10"": 2123, ""20"": 3, ""30"": 31, ""40"": 1830, ""50"": 2, ""60"": 520}",7372
ganjam,patrapur,buratal,"{""0"": 8598, ""10"": 13407, ""30"": 856, ""40"": 347, ""60"": 379}",23587
ganjam,patrapur,chachadakhol,"{""0"": 10520, ""10"": 6955, ""20"": 33, ""30"": 88, ""40"": 1501, ""60"": 79}",19176
ganjam,patrapur,chanchadakhola,"{""0"": 10520, ""10"": 6955, ""20"": 33, ""30"": 88, ""40"": 1501, ""60"": 79}",19176
ganjam,patrapur,chanchadkhola,"{""0"": 10520, ""10"": 6955, ""20"": 33, ""30"": 88, ""40"": 1501, ""60"": 79}",19176
ganjam,patrapur,dalaibila,"{""0"": 17491, ""10"": 11050, ""20"": 523, ""30"": 3354, ""40"": 12243, ""50"": 43, ""60"": 469}",45173
ganjam,patrapur,daleibila,"{""0"": 17491, ""10"": 11050, ""20"": 523, ""30"": 3354, ""40"": 12243, ""50"": 43, ""60"": 469}",45173
ganjam,patrapur,dantarigada,"{""0"": 2514, ""10"": 3291, ""20"": 1, ""30"": 1335, ""40"": 525, ""60"": 10}",7676
ganjam,patrapur,daubada,"{""0"": 7045, ""10"": 6234, ""30"": 21, ""40"": 338, ""50"": 15, ""60"": 247}",13900
ganjam,patrapur,dengapathar,"{""0"": 4005, ""10"": 6879, ""30"": 12, ""40"": 95, ""50"": 1, ""60"": 32}",11024
ganjam,patrapur,dhanbada,"{""0"": 44720, ""10"": 60961, ""20"": 2, ""30"": 4222, ""40"": 778, ""50"": 1, ""60"": 1096}",111780
ganjam,patrapur,dhepasahi,"{""0"": 10903, ""10"": 9582, ""20"": 16, ""30"": 8123, ""40"": 1752, ""60"": 54}",30430
ganjam,patrapur,elagal,"{""0"": 17302, ""10"": 7052, ""20"": 179, ""30"": 590, ""40"": 20210, ""50"": 344, ""60"": 293, ""80"": 260}",46230
ganjam,patrapur,gadanga,"{""0"": 79496, ""10"": 88796, ""20"": 8, ""30"": 4282, ""40"": 1891, ""50"": 14, ""60"": 1013}",175500
ganjam,patrapur,gaida,"{""0"": 5572, ""10"": 5832, ""30"": 148, ""40"": 4}",11556
ganjam,patrapur,gambharikhola,"{""0"": 1304, ""10"": 2186, ""30"": 3, ""40"": 1, ""60"": 13, ""80"": 70}",3577
ganjam,patrapur,gopinathapur,"{""0"": 18630, ""10"": 1693, ""30"": 817, ""40"": 20182, ""50"": 858, ""60"": 64, ""80"": 11, ""90"": 109}",42364
ganjam,patrapur,gopinathpur,"{""0"": 18630, ""10"": 1693, ""30"": 817, ""40"": 20182, ""50"": 858, ""60"": 64, ""80"": 11, ""90"": 109}",42364
ganjam,patrapur,gudipadar,"{""0"": 35956, ""10"": 10268, ""30"": 1754, ""40"": 17530, ""50"": 793, ""60"": 570, ""80"": 14, ""90"": 123}",67008
ganjam,patrapur,gujulingi,"{""0"": 10027, ""10"": 13556, ""20"": 14, ""30"": 274, ""40"": 735, ""50"": 17, ""60"": 781}",25404
ganjam,patrapur,guruda,"{""0"": 5128, ""10"": 7304, ""30"": 1, ""40"": 1, ""60"": 46}",12480
ganjam,patrapur,haladibada,"{""0"": 3341, ""10"": 7094, ""30"": 973, ""40"": 130, ""60"": 18}",11556
ganjam,patrapur,haripur,"{""0"": 10772, ""10"": 6766, ""20"": 16, ""30"": 299, ""40"": 3224, ""50"": 18, ""60"": 205}",21300
ganjam,patrapur,j.badagaon,"{""0"": 95019, ""10"": 18876, ""20"": 3, ""30"": 789, ""40"": 62281, ""50"": 397, ""60"": 2247}",179612
ganjam,patrapur,jama,"{""0"": 4346, ""10"": 2958, ""20"": 4, ""30"": 312, ""40"": 2970, ""50"": 24, ""60"": 42}",10656
ganjam,patrapur,jamapadar,"{""0"": 4346, ""10"": 2958, ""20"": 4, ""30"": 312, ""40"": 2970, ""50"": 24, ""60"": 42}",10656
ganjam,patrapur,jampadar,"{""0"": 4346, ""10"": 2958, ""20"": 4, ""30"": 312, ""40"": 2970, ""50"": 24, ""60"": 42}",10656
ganjam,patrapur,jantragada/,"{""0"": 2514, ""10"": 3291, ""20"": 1, ""30"": 1335, ""40"": 525, ""60"": 10}",7676
ganjam,patrapur,jubasahi,"{""0"": 6476, ""10"": 6084, ""30"": 274, ""40"": 131, ""60"": 27}",12992
ganjam,patrapur,karabanki,"{""0"": 2326, ""10"": 506, ""30"": 12, ""40"": 2079, ""60"": 5}",4928
ganjam,patrapur,kurugada,"{""0"": 12709, ""10"": 19936, ""20"": 5, ""30"": 2882, ""40"": 2272, ""60"": 52}",37856
ganjam,patrapur,labarganda,"{""0"": 18621, ""10"": 4478, ""20"": 3, ""30"": 4591, ""40"": 19781, ""50"": 671, ""60"": 718, ""80"": 283, ""90"": 74}",49220
ganjam,patrapur,lengana,"{""0"": 2640, ""10"": 1426, ""30"": 1215, ""40"": 607, ""60"": 16}",5904
ganjam,patrapur,luka,"{""0"": 19185, ""10"": 21335, ""20"": 79, ""30"": 3831, ""40"": 8509, ""50"": 390, ""60"": 1526, ""80"": 93}",54948
ganjam,patrapur,maduaguma,"{""0"": 66660, ""10"": 28442, ""20"": 98, ""30"": 1070, ""40"": 4682, ""50"": 9, ""60"": 1308, ""80"": 481}",102750
ganjam,patrapur,maduagumma,"{""0"": 66660, ""10"": 28442, ""20"": 98, ""30"": 1070, ""40"": 4682, ""50"": 9, ""60"": 1308, ""80"": 481}",102750
ganjam,patrapur,mahalimba,"{""0"": 1827, ""10"": 138, ""20"": 1, ""30"": 113, ""40"": 1574, ""60"": 1}",3654
ganjam,patrapur,mahulabada,"{""0"": 12576, ""10"": 9489, ""20"": 81, ""30"": 569, ""40"": 1016, ""60"": 5}",23736
ganjam,patrapur,mahulbada,"{""0"": 12576, ""10"": 9489, ""20"": 81, ""30"": 569, ""40"": 1016, ""60"": 5}",23736
ganjam,patrapur,marmaria,"{""0"": 14452, ""10"": 9354, ""30"": 1368, ""40"": 2, ""50"": 9, ""60"": 92}",25277
ganjam,patrapur,masanibada,"{""0"": 7905, ""10"": 3961, ""20"": 44, ""30"": 856, ""40"": 803, ""50"": 3, ""60"": 456}",14028
ganjam,patrapur,phulashi,"{""0"": 5396, ""10"": 7069, ""30"": 2640, ""40"": 660, ""50"": 3, ""60"": 26}",15794
ganjam,patrapur,podadhia,"{""0"": 9164, ""10"": 6016, ""30"": 1350, ""40"": 10003, ""50"": 92, ""60"": 116}",26741
ganjam,patrapur,puriasahi,"{""0"": 15799, ""10"": 10365, ""30"": 25, ""40"": 540, ""50"": 8, ""60"": 1634}",28371
ganjam,patrapur,raghubalav,"{""0"": 3512, ""10"": 3195, ""40"": 9, ""60"": 4}",6720
ganjam,patrapur,raikhala,"{""0"": 10797, ""10"": 21559, ""20"": 9, ""30"": 2514, ""40"": 306, ""60"": 927}",36112
ganjam,patrapur,s.,"{""0"": 12317, ""10"": 4318, ""40"": 10982, ""50"": 133, ""60"": 111, ""80"": 19}",27880
ganjam,patrapur,s.badapur,"{""0"": 39147, ""10"": 3739, ""20"": 13, ""30"": 2231, ""40"": 21597, ""50"": 389, ""60"": 334, ""90"": 350}",67800
ganjam,patrapur,sanagaon,"{""0"": 1224, ""10"": 2861, ""30"": 4}",4089
ganjam,patrapur,sirisaganda,"{""0"": 19520, ""10"": 8730, ""20"": 8, ""30"": 796, ""40"": 11071, ""50"": 80, ""60"": 203, ""80"": 200, ""90"": 25}",40633
ganjam,patrapur,sunaribada,"{""0"": 2819, ""10"": 5746, ""20"": 2, ""30"": 368, ""40"": 1014, ""50"": 11, ""60"": 45}",10005
ganjam,patrapur,tabalasahi,"{""0"": 15570, ""10"": 13220, ""30"": 500, ""40"": 57, ""60"": 6}",29353
ganjam,patrapur,tadingi,"{""0"": 17602, ""10"": 7996, ""30"": 1223, ""40"": 15, ""50"": 11, ""60"": 133}",26980
ganjam,patrapur,talaburatal,"{""0"": 5990, ""10"": 2125, ""20"": 9, ""30"": 276, ""40"": 9993, ""50"": 94, ""60"": 115}",18602
ganjam,patrapur,talaburatala,"{""0"": 8598, ""10"": 13407, ""30"": 856, ""40"": 347, ""60"": 379}",23587
ganjam,patrapur,talapadar,"{""0"": 11192, ""10"": 14602, ""20"": 10, ""30"": 186, ""40"": 2487, ""50"": 2, ""60"": 73}",28552
ganjam,patrapur,taramunda,"{""0"": 3355, ""10"": 7307, ""20"": 1, ""30"": 512, ""40"": 434, ""60"": 91}",11700
ganjam,patrapur,tarasingi,"{""0"": 7080, ""10"": 11099, ""30"": 149, ""60"": 6}",18334
ganjam,patrapur,tarsingi,"{""0"": 7080, ""10"": 11099, ""30"": 149, ""60"": 6}",18334
ganjam,patrapur,thalibada,"{""0"": 1465, ""10"": 2602}",4067
ganjam,patrapur,thanagam,"{""0"": 26490, ""10"": 5363, ""20"": 56, ""30"": 1014, ""40"": 15809, ""50"": 117, ""60"": 314}",49163
ganjam,patrapur,tuburusingi,"{""0"": 7445, ""10"": 7621, ""30"": 987, ""40"": 88, ""50"": 1, ""60"": 28}",16170
ganjam,patrapur,tuparda,"{""0"": 2325, ""10"": 6681, ""30"": 183, ""60"": 135}",9324
ganjam,patrapur,upper,"{""0"": 8693, ""10"": 2103, ""20"": 1, ""30"": 1269, ""40"": 21, ""50"": 21, ""60"": 69}",12177
ganjam,polasara,ambakhala,"{""0"": 9286, ""10"": 9459, ""30"": 200, ""40"": 14, ""60"": 7}",18966
ganjam,polasara,andhari,"{""0"": 383, ""10"": 869, ""20"": 1, ""30"": 30, ""40"": 79, ""60"": 2}",1364
ganjam,polasara,badataila,"{""0"": 247, ""10"": 589, ""60"": 5}",841
ganjam,polasara,bhaliamala,"{""0"": 425, ""10"": 605, ""40"": 43}",1073
ganjam,polasara,bhaliasahi,"{""0"": 590, ""10"": 955, ""30"": 34, ""60"": 20}",1599
ganjam,polasara,bhitirikhal,"{""0"": 46001, ""10"": 29417, ""20"": 380, ""30"": 839, ""40"": 18219, ""50"": 101, ""60"": 460}",95417
ganjam,polasara,bileijhuri,"{""0"": 25449, ""10"": 8285, ""30"": 584, ""40"": 18869, ""50"": 45, ""60"": 255, ""90"": 5}",53492
ganjam,polasara,biruabadi,"{""0"": 32541, ""10"": 11671, ""20"": 50, ""30"": 1896, ""40"": 12868, ""50"": 479, ""60"": 597, ""80"": 448}",60550
ganjam,polasara,brahamandei,"{""0"": 3264, ""10"": 2687, ""30"": 1, ""40"": 2776, ""50"": 88, ""60"": 116}",8932
ganjam,polasara,chanchara,"{""0"": 323, ""10"": 731}",1054
ganjam,polasara,chenga,"{""0"": 3184, ""10"": 4571, ""20"": 30, ""30"": 242, ""40"": 120, ""50"": 2, ""60"": 21}",8170
ganjam,polasara,gambharia,"{""0"": 239, ""10"": 660}",899
ganjam,polasara,gochhabadi,"{""0"": 49017, ""10"": 13881, ""20"": 426, ""30"": 1239, ""40"": 26969, ""50"": 237, ""60"": 711, ""80"": 5}",92485
ganjam,polasara,gopiapalli,"{""0"": 23190, ""10"": 10790, ""20"": 41, ""30"": 737, ""40"": 5001, ""60"": 169}",39928
ganjam,polasara,janabili,"{""0"": 206, ""10"": 409, ""40"": 1}",616
ganjam,polasara,kanjiama,"{""0"": 13259, ""10"": 6851, ""30"": 144, ""40"": 1333, ""60"": 13}",21600
ganjam,polasara,kasipada,"{""0"": 5170, ""10"": 2643, ""20"": 64, ""30"": 270, ""40"": 808, ""60"": 66}",9021
ganjam,polasara,kendubadi,"{""0"": 45806, ""10"": 18214, ""20"": 83, ""30"": 1267, ""40"": 22463, ""50"": 366, ""60"": 502, ""80"": 24}",88725
ganjam,polasara,khari,"{""0"": 716, ""10"": 1310, ""30"": 74}",2100
ganjam,polasara,khumbula,"{""0"": 2167, ""10"": 3535, ""30"": 83, ""40"": 66, ""60"": 23}",5874
ganjam,polasara,khura,"{""0"": 26092, ""10"": 12725, ""30"": 23, ""40"": 339, ""60"": 29}",39208
ganjam,polasara,mahulapalli,"{""0"": 879, ""10"": 16, ""30"": 3, ""40"": 1131, ""50"": 1, ""60"": 20}",2050
ganjam,polasara,malabiripur,"{""0"": 11586, ""10"": 3691, ""30"": 148, ""40"": 10177, ""50"": 305, ""60"": 10, ""80"": 215}",26132
ganjam,polasara,nadiamba,"{""0"": 2953, ""10"": 3086, ""30"": 100, ""40"": 1520, ""50"": 10, ""60"": 31}",7700
ganjam,polasara,naharatota,"{""0"": 234, ""10"": 442}",676
ganjam,polasara,nirasapalli,"{""0"": 103, ""10"": 106, ""20"": 22, ""30"": 29, ""40"": 63}",323
ganjam,polasara,niraspali,"{""0"": 103, ""10"": 106, ""20"": 22, ""30"": 29, ""40"": 63}",323
ganjam,polasara,palaba,"{""0"": 2795, ""10"": 1460, ""30"": 111, ""40"": 1113, ""60"": 2}",5481
ganjam,polasara,pandiripada,"{""0"": 48035, ""10"": 7869, ""20"": 59, ""30"": 774, ""40"": 24615, ""50"": 58, ""60"": 289}",81699
ganjam,polasara,paneri,"{""0"": 1809, ""10"": 1123, ""30"": 40, ""40"": 1133, ""50"": 9, ""60"": 34}",4148
ganjam,polasara,pipalamalei,"{""0"": 192, ""10"": 344, ""40"": 156, ""60"": 36}",728
ganjam,polasara,punjiama,"{""0"": 460, ""10"": 856, ""30"": 18, ""40"": 34}",1368
ganjam,polasara,rampudi,"{""0"": 4820, ""10"": 2400, ""20"": 9, ""30"": 105, ""40"": 367, ""50"": 8, ""60"": 51}",7760
ganjam,polasara,ratneipalli,"{""0"": 2081, ""10"": 1996, ""30"": 8, ""40"": 204, ""60"": 3, ""80"": 398}",4690
ganjam,polasara,sanaichapur,"{""0"": 3750, ""10"": 1552, ""40"": 2314, ""50"": 32, ""60"": 40}",7688
ganjam,polasara,sikiri,"{""0"": 10560, ""10"": 5499, ""40"": 123, ""60"": 18}",16200
ganjam,polasara,sitalapalli,"{""0"": 7939, ""10"": 1678, ""30"": 124, ""40"": 5650, ""60"": 32}",15423
ganjam,polasara,toasing,"{""0"": 456, ""10"": 564, ""20"": 6, ""30"": 294}",1320
ganjam,polasara,usta,"{""0"": 10117, ""10"": 7251, ""30"": 74, ""40"": 836, ""60"": 37}",18315
ganjam,purusattampur,alladigaon,"{""0"": 103756, ""10"": 15477, ""20"": 153, ""30"": 2074, ""40"": 25734, ""50"": 303, ""60"": 401, ""80"": 640}",148538
ganjam,sanakhemundi,bailakholia,"{""0"": 143538, ""10"": 19443, ""20"": 105, ""30"": 1778, ""40"": 47452, ""50"": 1287, ""60"": 284, ""80"": 289}",214176
ganjam,sanakhemundi,buguda,"{""0"": 57275, ""10"": 20892, ""20"": 12, ""30"": 7382, ""40"": 18938, ""50"": 46, ""60"": 1595}",106140
ganjam,sanakhemundi,dhimiripalli,"{""0"": 26126, ""10"": 11862, ""20"": 15, ""30"": 2797, ""40"": 12237, ""50"": 30, ""60"": 483}",53550
ganjam,sanakhemundi,katapali,"{""0"": 39217, ""10"": 26005, ""20"": 8, ""30"": 2537, ""40"": 21147, ""50"": 21, ""60"": 618, ""80"": 45}",89598
ganjam,sanakhemundi,khaparabada,"{""0"": 7922, ""10"": 1251, ""30"": 1121, ""40"": 4933, ""60"": 613}",15840
ganjam,sanakhemundi,khemundikholla,"{""0"": 29114, ""10"": 28683, ""20"": 3, ""30"": 649, ""40"": 1487, ""50"": 5, ""60"": 68}",60009
ganjam,sanakhemundi,nabakrushnapur,"{""0"": 17616, ""10"": 11333, ""20"": 84, ""30"": 1415, ""40"": 14147, ""50"": 318, ""60"": 466, ""80"": 325}",45704
ganjam,sanakhemundi,rajapur,"{""0"": 55482, ""10"": 15271, ""20"": 15, ""30"": 3439, ""40"": 11553, ""50"": 31, ""60"": 597, ""80"": 97}",86485
ganjam,sanakhemundi,ranikote,"{""0"": 8879, ""10"": 659, ""30"": 207, ""40"": 7028, ""50"": 6, ""60"": 47}",16826
ganjam,sanakhemundi,subarnagada,"{""0"": 15528, ""10"": 4419, ""30"": 1448, ""40"": 6355, ""50"": 47, ""60"": 124}",27921
ganjam,sheragada,arakhapada,"{""0"": 26839, ""10"": 19665, ""30"": 6724, ""40"": 7329, ""50"": 1, ""60"": 264}",60822
ganjam,sheragada,baduapalli,"{""0"": 21308, ""10"": 4180, ""20"": 46, ""30"": 6759, ""40"": 9418, ""50"": 48, ""60"": 2380, ""80"": 206}",44345
ganjam,sheragada,garba,"{""0"": 2992, ""10"": 1402, ""30"": 6, ""40"": 1820, ""50"": 4, ""60"": 17}",6241
ganjam,sheragada,gopapalli,"{""0"": 11070, ""10"": 6538, ""30"": 1632, ""40"": 4498, ""50"": 37, ""60"": 315}",24090
ganjam,sheragada,jamojhola,"{""0"": 3570, ""10"": 266, ""30"": 65, ""40"": 2986}",6887
ganjam,sheragada,k.nuagada,"{""0"": 29887, ""10"": 4832, ""30"": 235, ""40"": 23916, ""50"": 431, ""60"": 278, ""80"": 397}",59976
ganjam,sheragada,kholo,"{""0"": 20178, ""10"": 5193, ""30"": 2476, ""40"": 13253, ""50"": 142, ""60"": 285, ""80"": 1033}",42560
ganjam,sheragada,radeish,"{""0"": 50449, ""10"": 29510, ""20"": 2670, ""30"": 12645, ""40"": 4726, ""60"": 130}",100130
ganjam,sheragada,sabarapalli,"{""0"": 4254, ""10"": 579, ""30"": 22, ""40"": 5040, ""50"": 86, ""60"": 151}",10132
ganjam,surada,a,"{""0"": 2053, ""10"": 1504, ""20"": 5, ""30"": 704, ""40"": 1577, ""60"": 7}",5850
ganjam,surada,akatu,"{""0"": 45426, ""10"": 13450, ""20"": 82, ""30"": 2936, ""40"": 18895, ""50"": 200, ""60"": 1252, ""80"": 893, ""90"": 26}",83160
ganjam,surada,anandapur,"{""0"": 840, ""10"": 509, ""20"": 25, ""30"": 451, ""40"": 435, ""60"": 28}",2288
ganjam,surada,anlajhali,"{""0"": 18405, ""10"": 3210, ""30"": 269, ""40"": 10509, ""50"": 721, ""60"": 509, ""80"": 1699}",35322
ganjam,surada,b.nuasahi/gaudagotha,"{""0"": 5797, ""10"": 734, ""30"": 35, ""40"": 5710, ""50"": 27, ""60"": 51}",12354
ganjam,surada,baduapalli(laxmipur)/pal,"{""0"": 40248, ""10"": 15235, ""20"": 52, ""30"": 3608, ""40"": 14843, ""50"": 241, ""60"": 1451, ""80"": 746, ""90"": 2}",76426
ganjam,surada,baghamara,"{""0"": 698, ""40"": 1280}",1978
ganjam,surada,bahadapadar/goudagoth,"{""0"": 12772, ""10"": 4930, ""30"": 2178, ""40"": 3522, ""50"": 9, ""60"": 121}",23532
ganjam,surada,banyanagar,"{""0"": 10397, ""10"": 1169, ""30"": 35, ""40"": 12451, ""50"": 281, ""60"": 691}",25024
ganjam,surada,baramasia,"{""0"": 5990, ""10"": 2125, ""20"": 9, ""30"": 276, ""40"": 9993, ""50"": 94, ""60"": 115}",18602
ganjam,surada,barapada/,"{""0"": 137, ""10"": 217, ""30"": 93, ""40"": 15}",462
ganjam,surada,batapadia,"{""0"": 544, ""10"": 2096}",2640
ganjam,surada,bedhakhata,"{""0"": 30122, ""10"": 1587, ""20"": 6, ""30"": 1304, ""40"": 23155, ""50"": 311, ""60"": 264, ""90"": 243}",56992
ganjam,surada,bedhakhata(behakhata),"{""0"": 12281, ""10"": 2896, ""20"": 16, ""30"": 681, ""40"": 3242, ""50"": 24, ""60"": 544}",19684
ganjam,surada,bedhakhata(masanisahi),"{""0"": 160682, ""10"": 69605, ""20"": 7473, ""30"": 10552, ""40"": 21328, ""50"": 7413, ""60"": 11887, ""80"": 1005}",289945
ganjam,surada,bedhakhata(nuapalli),"{""0"": 19799, ""10"": 4642, ""20"": 5, ""30"": 302, ""40"": 4339, ""50"": 134, ""60"": 166, ""80"": 565}",29952
ganjam,surada,besarabata,"{""0"": 3748, ""10"": 1762, ""20"": 59, ""30"": 739, ""40"": 288, ""60"": 34}",6630
ganjam,surada,bhaliapada,"{""0"": 18366, ""10"": 4031, ""30"": 1424, ""40"": 17188, ""50"": 43, ""60"": 122, ""90"": 10}",41184
ganjam,surada,bijyanagar,"{""0"": 29100, ""10"": 6916, ""20"": 56, ""30"": 1739, ""40"": 3502, ""50"": 59, ""60"": 744, ""80"": 16702, ""90"": 87}",58905
ganjam,surada,d,"{""0"": 1075, ""10"": 1919, ""40"": 813, ""50"": 88, ""60"": 197}",4092
ganjam,surada,dabiki,"{""0"": 8933, ""10"": 1854, ""20"": 22, ""30"": 321, ""40"": 7078, ""50"": 13, ""60"": 149}",18370
ganjam,surada,dhaugan,"{""0"": 59692, ""10"": 6012, ""20"": 3, ""30"": 3904, ""40"": 31568, ""50"": 276, ""60"": 543, ""80"": 62}",102060
ganjam,surada,dhaugaon,"{""0"": 296, ""10"": 546, ""30"": 99, ""40"": 5}",946
ganjam,surada,gajarkumpa,"{""0"": 5179, ""10"": 5579, ""30"": 342}",11100
ganjam,surada,gambharikhala,"{""0"": 1304, ""10"": 2186, ""30"": 3, ""40"": 1, ""60"": 13, ""80"": 70}",3577
ganjam,surada,ghasipada/,"{""0"": 3662, ""10"": 1057, ""20"": 19, ""30"": 152, ""40"": 1242, ""50"": 53, ""60"": 7}",6192
ganjam,surada,gochhaguda,"{""0"": 19245, ""10"": 27663, ""30"": 3255, ""40"": 93, ""50"": 7, ""60"": 38}",50301
ganjam,surada,godipalli,"{""0"": 11589, ""10"": 3874, ""20"": 12, ""30"": 2760, ""40"": 6547, ""50"": 101, ""60"": 1034}",25917
ganjam,surada,goudagotha/goudagotha,"{""0"": 5797, ""10"": 734, ""30"": 35, ""40"": 5710, ""50"": 27, ""60"": 51}",12354
ganjam,surada,goudgotha/goudagotha,"{""0"": 5797, ""10"": 734, ""30"": 35, ""40"": 5710, ""50"": 27, ""60"": 51}",12354
ganjam,surada,ha,"{""0"": 1105, ""10"": 107, ""30"": 13, ""40"": 1939, ""50"": 13, ""60"": 66}",3243
ganjam,surada,haripur/ekalpur,"{""0"": 9948, ""10"": 10195, ""20"": 10, ""30"": 1345, ""40"": 9528, ""50"": 18, ""60"": 155, ""80"": 173, ""90"": 93}",31465
ganjam,surada,haripur/gopalpursasan,"{""0"": 9948, ""10"": 10195, ""20"": 10, ""30"": 1345, ""40"": 9528, ""50"": 18, ""60"": 155, ""80"": 173, ""90"": 93}",31465
ganjam,surada,jagamohon,"{""0"": 29218, ""10"": 5929, ""20"": 39, ""30"": 1528, ""40"": 7491, ""50"": 310, ""60"": 233, ""80"": 1572}",46320
ganjam,surada,jharakana,"{""0"": 12641, ""10"": 11752, ""20"": 51, ""30"": 658, ""40"": 7607, ""50"": 31, ""60"": 322, ""90"": 1123}",34185
ganjam,surada,jirakua,"{""0"": 24798, ""10"": 15995, ""20"": 80, ""30"": 1433, ""40"": 1158, ""60"": 56}",43520
ganjam,surada,jyotinagar,"{""0"": 21362, ""10"": 6816, ""30"": 200, ""40"": 16697, ""50"": 3, ""60"": 268}",45346
ganjam,surada,kapakhal/palakatu,"{""0"": 45426, ""10"": 13450, ""20"": 82, ""30"": 2936, ""40"": 18895, ""50"": 200, ""60"": 1252, ""80"": 893, ""90"": 26}",83160
ganjam,surada,khajuridiha,"{""0"": 1872, ""10"": 2997, ""30"": 83, ""40"": 2, ""60"": 10}",4964
ganjam,surada,kutuliguda,"{""0"": 5182, ""10"": 4851, ""30"": 3524, ""40"": 1667, ""60"": 40}",15264
ganjam,surada,laxmipur,"{""0"": 40248, ""10"": 15235, ""20"": 52, ""30"": 3608, ""40"": 14843, ""50"": 241, ""60"": 1451, ""80"": 746, ""90"": 2}",76426
ganjam,surada,lekapanka/,"{""0"": 169463, ""10"": 147815, ""20"": 62, ""30"": 10078, ""40"": 5983, ""50"": 7, ""60"": 92}",333500
ganjam,surada,madhurabandha,"{""0"": 41738, ""10"": 867, ""30"": 749, ""40"": 44369, ""50"": 228, ""60"": 324, ""90"": 141}",88416
ganjam,surada,malingapur,"{""0"": 5426, ""10"": 779, ""30"": 11, ""40"": 5446, ""50"": 32, ""60"": 43}",11737
ganjam,surada,mandiakhamana,"{""0"": 105, ""10"": 378}",483
ganjam,surada,mankadachuan,"{""0"": 23391, ""10"": 5514, ""20"": 21, ""30"": 2941, ""40"": 13790, ""50"": 340, ""60"": 1031, ""80"": 690}",47718
ganjam,surada,mankadachum/goudagot,"{""0"": 5797, ""10"": 734, ""30"": 35, ""40"": 5710, ""50"": 27, ""60"": 51}",12354
ganjam,surada,mankadakhari,"{""0"": 4970, ""10"": 4723, ""30"": 354, ""40"": 192, ""50"": 2, ""60"": 155}",10396
ganjam,surada,nagar),"{""0"": 4880, ""10"": 3872, ""20"": 6, ""30"": 114, ""40"": 344, ""50"": 12, ""60"": 12}",9240
ganjam,surada,nepapadi,"{""0"": 7984, ""10"": 405, ""40"": 9282, ""50"": 1, ""60"": 148}",17820
ganjam,surada,ora,"{""0"": 3042, ""10"": 4850, ""20"": 7, ""30"": 528, ""40"": 1444, ""60"": 159}",10030
ganjam,surada,p.,"{""0"": 6838, ""10"": 6274, ""20"": 10, ""30"": 1672, ""40"": 7909, ""50"": 21, ""60"": 154}",22878
ganjam,surada,paniamba,"{""0"": 8602, ""10"": 3712, ""20"": 3, ""30"": 1291, ""40"": 3807, ""60"": 82, ""80"": 53}",17550
ganjam,surada,parsuramnagara,"{""0"": 85, ""10"": 295}",380
ganjam,surada,purunajadapalli/kullangi,"{""0"": 11589, ""10"": 3874, ""20"": 12, ""30"": 2760, ""40"": 6547, ""50"": 101, ""60"": 1034}",25917
ganjam,surada,rajpur,"{""0"": 86357, ""10"": 21824, ""20"": 79, ""30"": 4621, ""40"": 45236, ""50"": 518, ""60"": 1172, ""80"": 465, ""90"": 32}",160304
ganjam,surada,sagada,"{""0"": 5349, ""10"": 10592, ""20"": 2, ""30"": 1300, ""40"": 190, ""60"": 1427}",18860
ganjam,surada,sandhabali,"{""0"": 44782, ""10"": 11813, ""20"": 35, ""30"": 4409, ""40"": 1955, ""50"": 8, ""60"": 290, ""90"": 2}",63294
ganjam,surada,toradi,"{""0"": 537, ""10"": 744, ""30"": 9, ""40"": 12}",1302
ganjam,surada,upar,"{""0"": 8274, ""10"": 15653, ""30"": 1212, ""60"": 480}",25619
